1690730494051,-3.0460663,2.629715,9.346359
1690730494053,-3.0460663,2.629715,9.346359
1690730494053,-2.8043823,2.5028992,9.449265
1690730494053,-2.761322,2.4717865,9.449265
1690730494060,-2.7373962,2.4669952,9.427719
1690730494060,-2.6895294,2.4191437,9.480362
1690730494060,-2.634491,2.3736877,9.525833
1690730494069,-2.5866394,2.3330078,9.544968
1690730494069,-2.5746765,2.3521423,9.547363
1690730494069,-2.5579224,2.3641052,9.573685
1690730494070,-2.5387878,2.4023895,9.595215
1690730494072,-2.5387878,2.3928223,9.590439
1690730494075,-2.526825,2.3928223,9.585648
1690730494078,-2.555542,2.399994,9.571289
1690730494080,-2.5435638,2.4071808,9.561722
1690730494085,-2.5459595,2.4406738,9.552155
1690730494086,-2.5459595,2.4215393,9.509079
1690730494087,-2.5507507,2.3928223,9.463608
1690730494090,-2.5579224,2.399994,9.418152
1690730494094,-2.5770721,2.3665009,9.382263
1690730494096,-2.5938263,2.3377838,9.384644
1690730494097,-2.6321106,2.3473663,9.372681
1690730494100,-2.6249237,2.3234253,9.343979
1690730494103,-2.6440735,2.3090668,9.343979
1690730494106,-2.651245,2.321045,9.346359
1690730494108,-2.6368866,2.321045,9.334396
1690730494109,-2.622528,2.3665009,9.315262
1690730494112,-2.6321106,2.3808594,9.300903
1690730494116,-2.6392822,2.4191437,9.303299
1690730494117,-2.634491,2.4263153,9.28894
1690730494119,-2.6679993,2.416748,9.284149
1690730494123,-2.6560364,2.428711,9.262619
1690730494124,-2.6440735,2.4215393,9.253052
1690730494127,-2.6033936,2.3904266,9.269791
1690730494129,-2.5866394,2.371292,9.272186
1690730494132,-2.589035,2.371292,9.231506
1690730494135,-2.5866394,2.388031,9.236298
1690730494137,-2.5746765,2.3688965,9.243469
1690730494139,-2.6129608,2.371292,9.238693
1690730494142,-2.6057892,2.4143524,9.241089
1690730494144,-2.5914307,2.4095764,9.286545
1690730494146,-2.5770721,2.416748,9.327225
1690730494150,-2.5746765,2.4191437,9.358322
1690730494152,-2.5866394,2.4071808,9.367905
1690730494154,-2.6033936,2.4047852,9.43251
1690730494156,-2.622528,2.3856506,9.489929
1690730494159,-2.6033936,2.376068,9.525833
1690730494161,-2.589035,2.3282166,9.573685
1690730494164,-2.567505,2.3162537,9.640686
1690730494166,-2.5387878,2.3018951,9.722046
1690730494169,-2.5076752,2.2755737,9.772293
1690730494171,-2.4741821,2.251648,9.805786
1690730494174,-2.4263153,2.2420807,9.841675
1690730494176,-2.4191437,2.1990051,9.891922
1690730494179,-2.354538,2.177475,9.860825
1690730494181,-2.2994995,2.1559296,9.86322
1690730494184,-2.342575,2.136795,9.805786
1690730494186,-2.457428,2.1942139,9.96611
1690730494188,-2.5411835,2.2899323,9.915863
1690730494190,-2.5698853,2.3353882,9.714859
1690730494193,-2.589035,2.3665009,9.499512
1690730494196,-2.567505,2.3353882,9.422943
1690730494199,-2.555542,2.325821,9.324829
1690730494201,-2.514862,2.2994995,9.262619
1690730494203,-2.5028992,2.2947235,9.195618
1690730494206,-2.4933167,2.3018951,9.135803
1690730494208,-2.4741821,2.3234253,9.073578
1690730494210,-2.4837494,2.3306122,9.040085
1690730494213,-2.4382935,2.342575,9.020935
1690730494216,-2.4263153,2.3593292,8.970688
1690730494219,-2.3976135,2.3928223,8.958725
1690730494222,-2.3665009,2.4837494,8.961121
1690730494225,-2.3736877,2.6081696,8.93959
1690730494225,-2.4502563,2.6895294,8.877365
1690730494228,-2.526825,2.7182465,8.807983
1690730494232,-2.622528,2.761322,8.709869
1690730494233,-2.725418,2.7469635,8.635696
1690730494235,-2.8283234,2.7493591,8.583054
1690730494238,-2.9359894,2.7828522,8.504089
1690730494240,-3.0293121,2.7589264,8.444275
1690730494243,-3.0771637,2.7684937,8.408386
1690730494245,-3.0867462,2.7900238,8.384445
1690730494249,-3.048462,2.802002,8.396408
1690730494250,-3.0221405,2.806778,8.379669
1690730494253,-2.950348,2.8211365,8.360519
1690730494255,-2.8905334,2.8402863,8.365311
1690730494257,-2.766098,2.823532,8.350952
1690730494260,-2.6656036,2.8091736,8.389236
1690730494263,-2.567505,2.7756805,8.441879
1690730494266,-2.4717865,2.7158508,8.489731
